0  # Initial state 
(2, -432, '4b3', 0) 
(2, -532, '5b3', 0) 
(2, -632, '6b3', 0) 
(2, -732, '7b3', 0) 
(2, -832, '8b3', 0) 
(2, -932, '9b3', 0) 
(2, -1032, '10b3', 0) 
(2, -142, '1b4', 0) 
(2, -242, '2b4', 0) 
(2, -342, '3b4', 0) 
(2, -442, '4b4', 0) 
(2, -542, '5b4', 0) 
(2, -642, '6b4', 0) 
(2, -742, '7b4', 0) 
(2, -842, '8b4', 0) 
(2, -942, '9b4', 0) 
(2, -1042, '10b4', 0) 
(2, -152, '1b5', 0) 
(2, -252, '2b5', 0) 
(2, -352, '3b5', 0) 
(2, -452, '4b5', 0) 
(2, -552, '5b5', 0) 
(2, -652, '6b5', 0) 
(2, -752, '7b5', 0) 
(2, -852, '8b5', 0) 
(2, -952, '9b5', 0) 
(2, -1052, '10b5', 0) 
(3, 2, '1l2', 0) 
(3, 2, '2l2', 0) 
(3, 2, '3l2', 0) 
(3, 2, '4l2', 0) 
(3, 2, '5l2', 0) 
(3, 2, '6l2', 0) 
(3, 2, '7l2', 0) 
(3, 2, '8l2', 0) 
(3, 2, '9l2', 0) 
(3, 2, '10l2', 0) 
(3, 4, 'b2_on', 0) 
(4, 5, '1b3', 0) 
(4, 5, '2b3', 0) 
(4, 5, '3b3', 0) 
(4, 5, '4b3', 0) 
(4, 5, '5b3', 0) 
(4, 5, '6b3', 0) 
(4, 5, '7b3', 0) 
(4, 5, '8b3', 0) 
(4, 5, '9b3', 0) 
(4, 5, '10b3', 0) 
(4, -143, '1b4', 0) 
(4, -243, '2b4', 0) 
(4, -343, '3b4', 0) 
(4, -443, '4b4', 0) 
(4, -543, '5b4', 0) 
(4, -643, '6b4', 0) 
(4, -743, '7b4', 0) 
(4, -843, '8b4', 0) 
(4, -943, '9b4', 0) 
(4, -1043, '10b4', 0) 
(4, -153, '1b5', 0) 
(4, -253, '2b5', 0) 
(4, -353, '3b5', 0) 
(4, -453, '4b5', 0) 
(4, -553, '5b5', 0) 
(4, -653, '6b5', 0) 
(4, -753, '7b5', 0) 
(4, -853, '8b5', 0) 
(4, -953, '9b5', 0) 
(4, -1053, '10b5', 0) 
(5, 4, '1l3', 0) 
(5, 4, '2l3', 0) 
(5, 4, '3l3', 0) 
(5, 4, '4l3', 0) 
(5, 4, '5l3', 0) 
(5, 4, '6l3', 0) 
(5, 4, '7l3', 0) 
(5, 4, '8l3', 0) 
(5, 4, '9l3', 0) 
(5, 4, '10l3', 0) 
(5, 6, 'b3_on', 0) 
(6, 7, '1b4', 0) 
(6, 7, '2b4', 0) 
(6, 7, '3b4', 0) 
(6, 7, '4b4', 0) 
(6, 7, '5b4', 0) 
(6, 7, '6b4', 0) 
(6, 7, '7b4', 0) 
(6, 7, '8b4', 0) 
(6, 7, '9b4', 0) 
(6, 7, '10b4', 0) 
(6, -154, '1b5', 0) 
(6, -254, '2b5', 0) 
(6, -354, '3b5', 0) 
(6, -454, '4b5', 0) 
(6, -554, '5b5', 0) 
(6, -654, '6b5', 0) 
(6, -754, '7b5', 0) 
(6, -854, '8b5', 0) 
(6, -954, '9b5', 0) 
(6, -1054, '10b5', 0) 
(7, 6, '1l4', 0) 
(7, 6, '2l4', 0) 
(7, 6, '3l4', 0) 
(7, 6, '4l4', 0) 
(7, 6, '5l4', 0) 
(7, 6, '6l4', 0) 
(7, 6, '7l4', 0) 
(7, 6, '8l4', 0) 
(7, 6, '9l4', 0) 
(7, 6, '10l4', 0) 
(7, 8, 'b4_on', 0) 
(8, 9, '1b5', 0) 
(8, 9, '2b5', 0) 
(8, 9, '3b5', 0) 
(8, 9, '4b5', 0) 
(8, 9, '5b5', 0) 
(8, 9, '6b5', 0) 
(8, 9, '7b5', 0) 
(8, 9, '8b5', 0) 
(8, 9, '9b5', 0) 
(8, 9, '10b5', 0) 
(9, 8, '1l5', 0) 
(9, 8, '2l5', 0) 
(9, 8, '3l5', 0) 
(9, 8, '4l5', 0) 
(9, 8, '5l5', 0) 
(9, 8, '6l5', 0) 
(9, 8, '7l5', 0) 
(9, 8, '8l5', 0) 
(9, 8, '9l5', 0) 
(9, 8, '10l5', 0) 
(9, 10, 'b5_on', 1) 
